utterance,response,speaker,responder,error,age,overreg,response_time,utterance_time,past_tense,plural,ul,error_type,rl
two books,those are a little bit like the biscuits we've just made,CHI,MOT,FALSE,26,FALSE,-0.035000000000081855,0.7670000000000528,FALSE,TRUE,2,no error,12
all done big splash,yes,CHI,MOT,FALSE,26,FALSE,0.024000000000114596,2.3559999999999945,TRUE,FALSE,4,no error,1
done a poo,what's the dolly's name,CHI,MOT,FALSE,26,FALSE,1.2139999999999418,1.997000000000071,TRUE,FALSE,3,no error,6
aya all done babies,what did you say then,CHI,MOT,FALSE,26,FALSE,3.7789999999999964,1.5090000000000146,TRUE,FALSE,4,no error,5
all done Dobbin,are you getting on as well,CHI,MOT,FALSE,26,FALSE,0.7730000000001382,1.2309999999997672,TRUE,FALSE,3,no error,6
no steps,oh yes,CHI,MOT,FALSE,26,FALSE,0.9809999999999945,1.543999999999869,FALSE,TRUE,2,no error,2
a stuck,what do you want Thomas,CHI,MOT,FALSE,26,FALSE,0.5199999999999818,2.0549999999998363,TRUE,FALSE,2,no error,5
oh two man men,that was some passengers waiting at the side of the platform for the train,CHI,MOT,TRUE,26,FALSE,2.8589999999999236,2.1599999999998545,FALSE,TRUE,4,other error,14
where gone two trucks,that's Daddy's teddy,CHI,MOT,FALSE,26,FALSE,0.84699999999998,1.8460000000000036,TRUE,TRUE,4,no error,5
a big boxes,what have you got,CHI,MOT,FALSE,27,FALSE,0.9519999999999982,1.2649999999998727,FALSE,TRUE,3,no error,4
a bubble gone,now don't,CHI,MOT,FALSE,27,FALSE,0.046999999999997044,1.4390000000000072,TRUE,FALSE,3,no error,3
bubble nan gone,where the bubble gone,CHI,MOT,TRUE,27,FALSE,0.012000000000000455,1.625,TRUE,FALSE,3,other error,4
bubble done,bubble gone,CHI,MOT,FALSE,27,FALSE,0.058000000000006935,1.4279999999999973,TRUE,FALSE,2,no error,2
a big bubbles,it is a big bubble isn't it,CHI,MOT,TRUE,27,FALSE,-0.25600000000002865,2.090000000000032,FALSE,TRUE,3,other error,8
more bubbles,and that's the palm of your hand,CHI,MOT,FALSE,27,FALSE,0.5,1.2770000000000437,FALSE,TRUE,2,no error,8
where Po gone,Po's going down the slide,CHI,MOT,FALSE,27,FALSE,0,2.6700000000000728,TRUE,FALSE,3,no error,6
steps,well I haven't forgotten how terribly painful is to xxx,CHI,MOT,FALSE,27,FALSE,-0.8129999999996471,1.1019999999998618,FALSE,TRUE,1,no error,11
xxx the watch cherries,watch the cherries,CHI,MOT,TRUE,27,FALSE,-0.3949999999999818,4.423000000000229,FALSE,TRUE,4,other error,3
no drops,no drops,CHI,MOT,TRUE,27,FALSE,-0.13799999999991996,1.2770000000000437,FALSE,TRUE,2,other error,2
stuck,I think you're saying vroom vroom because you know it's the racing driver rather than the train driver,CHI,MOT,FALSE,27,FALSE,0.544999999999618,1.0210000000001855,TRUE,FALSE,1,no error,20
a broken,oops a daisy,CHI,MOT,FALSE,27,FALSE,0.2260000000000133,1.7469999999999999,TRUE,FALSE,2,no error,3
wellies gone,where the wellies gone,CHI,MOT,FALSE,27,FALSE,0.1069999999999709,1.9730000000000132,FALSE,TRUE,2,no error,4
a crisps,there you are,CHI,MOT,FALSE,27,FALSE,0.1330000000000382,1.6539999999999964,FALSE,TRUE,2,no error,3
on a xxx a shops,and where are the plant pots on this page,CHI,MOT,FALSE,27,FALSE,-0.022999999999683496,2.5540000000000873,FALSE,TRUE,5,no error,9
big trucks gone,after all that work the lawn looks beautiful,CHI,MOT,FALSE,27,FALSE,0.3020000000001346,1.8690000000001419,TRUE,TRUE,3,no error,8
poos all done,pardon,CHI,MOT,FALSE,27,FALSE,2.191000000000031,2.160000000000082,TRUE,TRUE,3,no error,1
where's tree gone,where's the picture of the tree gone,CHI,MOT,FALSE,27,FALSE,0.03999999999996362,2.1200000000003456,TRUE,FALSE,4,no error,8
three cats,how many pussy cats have we got,CHI,MOT,FALSE,27,FALSE,-0.9290000000000873,1.9280000000003383,FALSE,TRUE,2,no error,7
yellow boxes,yes,CHI,MOT,FALSE,27,FALSE,-0.2669999999999959,2.0079999999999814,FALSE,TRUE,2,no error,1
yellow boxes,you want to post in the yellow box again,CHI,MOT,FALSE,27,FALSE,0.13999999999998636,2.9600000000000364,FALSE,TRUE,2,no error,9
a balloons,a blue one,CHI,MOT,FALSE,27,FALSE,0,1.3820000000000618,FALSE,TRUE,2,no error,3
tomatoes,it was a little tomato,CHI,MOT,FALSE,27,FALSE,-0.06899999999995998,1.2770000000000437,FALSE,TRUE,1,no error,5
a wellies,yes,CHI,MOT,FALSE,27,FALSE,0.103999999999985,1.382000000000005,FALSE,TRUE,2,no error,1
all done juice,this juice,CHI,MOT,FALSE,27,FALSE,0.7429999999999382,2.206000000000131,TRUE,FALSE,3,no error,2
trains,you wait till she hears this tape and she'll smack your bum,CHI,MOT,FALSE,27,FALSE,0.05999999999994543,1.4160000000001673,FALSE,TRUE,1,no error,13
doggies,doggies,CHI,MOT,FALSE,27,FALSE,0.7540000000003602,0.6969999999996617,FALSE,TRUE,1,no error,1
been too,you were a giddy boy weren't you,CHI,MOT,FALSE,27,FALSE,0.9470000000001164,1.300000000000182,TRUE,FALSE,2,no error,8
Thomas done it,no,CHI,MOT,FALSE,27,FALSE,0.34799999999995634,1.3469999999997526,TRUE,FALSE,3,no error,1
brush a trees,you went to the shops didn't you,CHI,MOT,FALSE,27,FALSE,0,1.961999999999989,FALSE,TRUE,3,no error,8
leaks,there were some leaks,CHI,MOT,FALSE,27,FALSE,1.0570000000000164,1.856999999999971,FALSE,TRUE,1,no error,4
a bee bah Dimitra ne more cherries,yes,CHI,MOT,FALSE,27,FALSE,-0.035000000000081855,4.329999999999927,FALSE,TRUE,7,no error,1
three boxes,we went into the baker's as well didn't we,CHI,MOT,FALSE,27,FALSE,0.21999999999997044,1.1960000000000264,FALSE,TRUE,2,no error,11
run away xxx,Purdie's following Felix round the garden,CHI,MOT,FALSE,27,FALSE,0.6890000000000782,1.2770000000000437,TRUE,FALSE,3,no error,7
a man came,was it a man called Alan,CHI,MOT,FALSE,27,FALSE,0.3389999999999418,3.6340000000000146,TRUE,FALSE,3,no error,6
two two moneys,two moneys,CHI,MOT,TRUE,27,FALSE,0.8130000000001019,2.8099999999999454,FALSE,TRUE,3,other error,2
boy gone,and the boy got a hat but the little girl hasn't has she,CHI,MOT,FALSE,27,FALSE,0.3340000000000032,1.4399999999999977,TRUE,FALSE,2,no error,14
daffodils,it's a frog,CHI,MOT,FALSE,27,FALSE,0.46399999999999864,1.545000000000016,FALSE,TRUE,1,no error,4
two heads,pardon,CHI,MOT,FALSE,27,FALSE,0.33600000000001273,1.5330000000000155,FALSE,TRUE,2,no error,1
two moneys please,two moneys please,CHI,MOT,TRUE,27,FALSE,-0.08899999999994179,1.8920000000000528,FALSE,TRUE,3,other error,3
a trains,left the car in the car park and walked to a station,CHI,MOT,FALSE,27,FALSE,-0.03499999999985448,1.0329999999999018,FALSE,TRUE,2,no error,12
cranes,cranes,CHI,MOT,FALSE,27,FALSE,0.17799999999988358,0.999000000000251,FALSE,TRUE,1,no error,1
red ones,you haven't even got,CHI,MOT,FALSE,27,FALSE,0.012000000000000455,0.8359999999999985,FALSE,TRUE,2,no error,5
yellow ones,you haven't even got any yellow or white shoes,CHI,MOT,FALSE,27,FALSE,-0.10500000000000398,0.929000000000002,FALSE,TRUE,2,no error,10
done,is it too late for the potty,CHI,MOT,FALSE,27,FALSE,0.2440000000000282,0.6270000000000095,TRUE,FALSE,1,no error,7
two pears,two pears,CHI,MOT,FALSE,27,FALSE,-0.023000000000024556,1.4629999999999654,FALSE,TRUE,2,no error,2
Nin_Nin teeth hurt,pardon,CHI,MOT,FALSE,27,FALSE,0.28099999999994907,2.2049999999999272,FALSE,TRUE,4,no error,1
teeth teeth,cheese,CHI,MOT,FALSE,27,FALSE,0.09300000000007458,2.8099999999999454,FALSE,TRUE,2,no error,1
teeth,teeth,CHI,MOT,FALSE,27,FALSE,0.7889999999999873,1.0690000000001874,FALSE,TRUE,1,no error,1
two moneys,yes,CHI,MOT,TRUE,27,FALSE,0.035000000000081855,1.2189999999998236,FALSE,TRUE,2,other error,1
two moneys,two moneys,CHI,MOT,TRUE,27,FALSE,0.03499999999985448,1.0450000000000728,FALSE,TRUE,2,other error,2
moneys,moneys,CHI,MOT,TRUE,27,FALSE,-0.035000000000081855,0.8479999999999563,FALSE,TRUE,1,other error,1
oh two ones,two ones,CHI,MOT,TRUE,27,FALSE,-0.13999999999987267,1.3940000000000055,FALSE,TRUE,3,other error,2
two moneys two moneys two moneys,two moneys,CHI,MOT,TRUE,27,FALSE,-0.08399999999983265,4.632999999999811,FALSE,TRUE,6,other error,2
a more box of moneys,yes,CHI,MOT,TRUE,27,FALSE,0,2.2870000000000346,FALSE,TRUE,5,other error,1
box moneys,box moneys,CHI,MOT,TRUE,27,FALSE,-0.09300000000007458,1.6140000000000327,FALSE,TRUE,2,other error,2
box of moneys,box of moneys,CHI,MOT,TRUE,27,FALSE,0.16000000000008185,1.8689999999999145,FALSE,TRUE,3,other error,3
moneys,moneys,CHI,MOT,TRUE,27,FALSE,0.2319999999999709,1.0450000000000728,FALSE,TRUE,1,other error,1
moneys,Mummy's,CHI,MOT,TRUE,27,FALSE,1.8239999999996144,1.568000000000211,FALSE,TRUE,1,other error,2
some moneys,some money,CHI,MOT,TRUE,28,FALSE,-0.011999999999943611,1.2539999999999054,FALSE,TRUE,2,other error,2
all done fish,all done fish,CHI,MOT,FALSE,28,FALSE,0.568000000000211,1.8809999999998581,TRUE,FALSE,3,no error,3
there's moneys,moneys,CHI,MOT,TRUE,28,FALSE,-0.12800000000015643,1.13799999999992,FALSE,TRUE,3,other error,1
big moneys,big moneys,CHI,MOT,TRUE,28,FALSE,0.1069999999999709,1.2070000000003347,FALSE,TRUE,2,other error,2
two moneys,are you going back to play with Mummy's money,CHI,MOT,TRUE,28,FALSE,0.5470000000000255,1.1150000000002365,FALSE,TRUE,2,other error,10
one feet,what color's feet,CHI,MOT,TRUE,28,FALSE,0.531999999999698,1.1880000000001019,FALSE,TRUE,2,other error,4
machines,yes,CHI,MOT,FALSE,28,FALSE,-0.20899999999983265,1.1839999999997417,FALSE,TRUE,1,no error,1
what colors,what colors,CHI,MOT,FALSE,28,FALSE,-0.018000000000029104,1.6369999999997162,FALSE,TRUE,2,no error,2
open doors,that's cute isn't it,CHI,MOT,FALSE,28,FALSE,0.004000000000019099,1.3579999999999472,FALSE,TRUE,2,no error,6
two moneys,two moneys,CHI,MOT,TRUE,28,FALSE,-0.10400000000004184,1.3699999999998909,FALSE,TRUE,2,other error,2
pinks,what color,CHI,MOT,TRUE,28,FALSE,0.7130000000001928,1.393000000000029,FALSE,TRUE,1,other error,2
pinks,pink pigs,CHI,MOT,TRUE,28,FALSE,0.18600000000014916,0.9049999999997453,FALSE,TRUE,1,other error,2
a moneys,if you have all your toys out together you lose interest don't you,CHI,MOT,TRUE,28,FALSE,0.6359999999999673,1.4039999999999964,FALSE,TRUE,2,other error,14
one crisps please,are you giving him crisps as well,CHI,MOT,TRUE,28,FALSE,-0.07000000000005002,1.9160000000000537,FALSE,TRUE,3,other error,7
the money the money the moneys,the moneys the moneys,CHI,MOT,TRUE,28,FALSE,-0.04599999999982174,2.5540000000000873,FALSE,TRUE,6,other error,4
Smarties got a xxx,I can't tell what you're saying,CHI,MOT,FALSE,28,FALSE,1.9840000000000373,2.3099999999999454,TRUE,FALSE,4,no error,8
all done Mummy,now what have you done,CHI,MOT,FALSE,28,FALSE,-0.0809999999999036,1.41599999999994,TRUE,FALSE,3,no error,5
spiders,spiders,CHI,MOT,FALSE,28,FALSE,-0.09300000000007458,2.2639999999998963,FALSE,TRUE,1,no error,1
the bikes,oh yes,CHI,MOT,FALSE,28,FALSE,-0.24399999999999977,1.8930000000000007,FALSE,TRUE,2,no error,2
the two moneys,that's right,CHI,MOT,TRUE,28,FALSE,-0.25499999999988177,1.625,FALSE,TRUE,3,other error,3
one pounds,and these are a silver color,CHI,MOT,TRUE,28,FALSE,-0.03499999999996817,1.961999999999989,FALSE,TRUE,2,other error,6
broke one,broke one,CHI,MOT,TRUE,28,FALSE,0.057999999999992724,1.194999999999709,TRUE,FALSE,2,other error,2
Thomas brought it,Thomas brought it,CHI,MOT,FALSE,28,FALSE,0.32500000000001705,1.938999999999993,TRUE,FALSE,3,no error,3
all done more,all done more,CHI,MOT,TRUE,28,FALSE,0.057999999999992724,1.2300000000000182,TRUE,FALSE,3,other error,3
what colors,blue,CHI,MOT,FALSE,28,FALSE,-1.2650000000001,2.019999999999982,FALSE,TRUE,2,no error,1
a shiners,pardon,CHI,MOT,FALSE,28,FALSE,0.8819999999996071,0.8250000000002728,FALSE,TRUE,2,no error,1
shiners,here it is Thomas,CHI,MOT,FALSE,28,FALSE,1.150000000000091,1.6599999999998545,FALSE,TRUE,1,no error,4
fell off,xxx off,CHI,MOT,FALSE,28,FALSE,1.5330000000000155,1.5439999999999827,TRUE,FALSE,2,no error,2
oh tipped over,pardon,CHI,MOT,FALSE,28,FALSE,1.5789999999999509,1.7989999999999782,TRUE,FALSE,3,no error,1
tipped over,ah,CHI,MOT,FALSE,28,FALSE,0.3140000000000782,1.41599999999994,TRUE,FALSE,2,no error,1
stuck,does the apple taste good,CHI,MOT,FALSE,28,FALSE,1.4529999999999745,1.0340000000001055,TRUE,FALSE,1,no error,5
all done,and who was there,CHI,MOT,FALSE,28,FALSE,-0.13999999999998636,1.34699999999998,TRUE,FALSE,2,no error,4
two pences please,oh,CHI,MOT,FALSE,28,FALSE,-0.4720000000000937,2.115000000000009,FALSE,TRUE,3,no error,1
uh a done a poo,go back and see Dimitra,CHI,MOT,FALSE,28,FALSE,1.0329999999999018,2.1359999999999673,TRUE,FALSE,5,no error,5
big done,the one on top Thomas,CHI,MOT,FALSE,28,FALSE,0.16300000000001091,1.1610000000000582,TRUE,FALSE,2,no error,5
leaves,well you,CHI,MOT,FALSE,28,FALSE,-1.1829999999999927,1.184000000000026,FALSE,TRUE,1,no error,2
a chips,oh Daddy,CHI,MOT,FALSE,28,FALSE,-1.2250000000003638,1.2260000000001128,FALSE,TRUE,2,no error,2
opened,well I'm just going to take this cellophane wrapper off here,CHI,MOT,FALSE,28,FALSE,-0.22000000000002728,2.2519999999999527,TRUE,FALSE,1,no error,12
Mummy got a drink here,yes,CHI,MOT,FALSE,28,FALSE,-0.03499999999985448,2.8209999999999127,TRUE,FALSE,5,no error,1
bought shop,well we bought something else at the shop yesterday didn't we,CHI,MOT,FALSE,28,FALSE,1.543999999999869,1.4750000000001364,TRUE,FALSE,2,no error,12
Mummy milk read books,you're tired so you want to sit on Mummy's knee and have a bath,CHI,MOT,FALSE,28,FALSE,0.2539999999999978,2.554000000000002,FALSE,TRUE,4,no error,16
tree a leafs,pardon,CHI,MOT,FALSE,28,FALSE,0.5220000000000198,1.7769999999999868,FALSE,TRUE,3,no error,1
Grandma Grandma gone,Grandma's at home this morning,CHI,MOT,FALSE,28,FALSE,0.7549999999998818,5.932999999999993,TRUE,FALSE,3,no error,6
a doors,we walk,CHI,MOT,FALSE,28,FALSE,2.665999999999997,0.7740000000000009,FALSE,TRUE,2,no error,2
xxx opened,she given you to play with when you were having your nappie changed,CHI,MOT,FALSE,28,FALSE,0.29300000000012005,1.1199999999998909,TRUE,FALSE,2,no error,13
watch Pippin on and billets,watch Pippin on and the billets,CHI,MOT,FALSE,28,FALSE,0.4300000000000068,2.5999999999999943,FALSE,TRUE,5,no error,6
chips MacDonald's,chips MacDonald's,CHI,MOT,TRUE,29,FALSE,0.09300000000007458,1.5670000000000073,FALSE,TRUE,3,other error,3
a de stuck,you're stuck,CHI,MOT,FALSE,29,FALSE,0,1.219000000000051,TRUE,FALSE,3,no error,3
did wave,yes you wave,CHI,MOT,FALSE,29,FALSE,0.057999999999992724,1.2309999999999945,TRUE,FALSE,2,no error,3
all done a big poo,no Purdie wouldn't do that,CHI,MOT,FALSE,29,FALSE,-0.12000000000034561,2.6530000000002474,TRUE,FALSE,5,no error,6
four apples,xxx four,CHI,MOT,FALSE,29,FALSE,-2.0670000000000073,2.0799999999999272,FALSE,TRUE,2,no error,2
sit an hours,sit an hour,CHI,MOT,TRUE,29,FALSE,0.6090000000000089,1.6020000000000039,FALSE,TRUE,3,other error,3
an hours,an hours,CHI,MOT,TRUE,29,FALSE,0.03700000000000614,0.7770000000000152,FALSE,TRUE,2,other error,2
dear oh dear an hours,sit an hour,CHI,MOT,TRUE,29,FALSE,0.8039999999999736,3.1929999999999836,FALSE,TRUE,5,other error,3
a some sandwiches,some sandwiches,CHI,MOT,FALSE,29,FALSE,0.4290000000000873,1.3119999999998981,FALSE,TRUE,3,no error,2
Mummy xxx the moneys,Mummy's bringing some money,CHI,MOT,TRUE,29,FALSE,0.34999999999990905,2.4600000000000364,FALSE,TRUE,4,other error,5
xxx the moneys,there we are,CHI,MOT,TRUE,29,FALSE,1.1469999999999345,1.5879999999999654,FALSE,TRUE,3,other error,3
more moneys,more moneys,CHI,MOT,TRUE,29,FALSE,-9.999999999763531e-4,1.0960000000000036,FALSE,TRUE,2,other error,2
moneys,with some money,CHI,MOT,TRUE,29,FALSE,-0.06300000000010186,1.0150000000001,FALSE,TRUE,1,other error,3
where xxx been,whoops,CHI,MOT,FALSE,29,FALSE,0.7309999999997672,1.8339999999998327,TRUE,FALSE,3,no error,1
seen,very good,CHI,MOT,FALSE,29,FALSE,-0.010999999999967258,0.4639999999999418,TRUE,FALSE,1,no error,2
grapes please,you'd like some grapes as well,CHI,MOT,FALSE,29,FALSE,0.26700000000005275,2.0529999999998836,FALSE,TRUE,2,no error,7
stuck,steady,CHI,MOT,FALSE,29,FALSE,1.5209999999997308,0.8350000000000364,TRUE,FALSE,1,no error,1
stuck,don't move the cloth because we've got cups of tea on it haven't we,CHI,MOT,FALSE,29,FALSE,0.6849999999999454,0.7310000000002219,TRUE,FALSE,1,no error,17
Ray gone,you be careful,CHI,MOT,FALSE,29,FALSE,0.18600000000000705,1.149000000000001,TRUE,FALSE,2,no error,3
sent Thomas,that's really nice isn't it,CHI,MOT,FALSE,29,FALSE,-0.16199999999997772,1.4739999999999895,TRUE,FALSE,2,no error,7
Thomas pocket moneys,Thomas pocket,CHI,MOT,TRUE,29,FALSE,1.48599999999999,2.844000000000051,FALSE,TRUE,3,other error,2
train two moneys,are you going to have a cup of tea with Mummy like you did yesterday,CHI,MOT,TRUE,29,FALSE,0.6730000000000018,2.2169999999999845,FALSE,TRUE,3,other error,15
stuck,if you want to come to playgroup you'd better have your breakfast quickly,CHI,MOT,FALSE,29,FALSE,0.15099999999995362,0.5230000000000246,TRUE,FALSE,1,no error,14
oh no stuck,are you stuck,CHI,MOT,FALSE,29,FALSE,0.10399999999992815,2.0780000000000882,TRUE,FALSE,3,no error,3
the white ones,white envelope and it had a little blue stamp on it,CHI,MOT,FALSE,29,FALSE,0.5049999999998818,1.4529999999999745,FALSE,TRUE,3,no error,11
bin bag men,well it's recycling day,CHI,MOT,FALSE,29,FALSE,-0.047000000000025466,1.3600000000001273,FALSE,TRUE,3,no error,5
stuck,oh that was very dramatic Thomas,CHI,MOT,FALSE,29,FALSE,-0.1330000000000382,0.9600000000000364,TRUE,FALSE,1,no error,6
stuck,you're not stuck,CHI,MOT,FALSE,29,FALSE,-0.25300000000015643,1.4270000000001346,TRUE,FALSE,1,no error,4
twos hat,two hats from McDonalds,CHI,MOT,TRUE,29,FALSE,0.1730000000002292,1.2539999999999054,FALSE,TRUE,2,other error,4
Purdie gone,pardon,CHI,MOT,FALSE,29,FALSE,0.2319999999999709,1.7480000000000473,TRUE,FALSE,2,no error,1
finished,finished,CHI,MOT,FALSE,29,FALSE,-0.16300000000001091,0.9519999999999982,TRUE,FALSE,1,no error,1
a big bites,mhm,CHI,MOT,TRUE,29,FALSE,0.06400000000007822,0.9639999999999418,FALSE,TRUE,3,other error,1
one gone,one done,CHI,MOT,FALSE,29,FALSE,0.30199999999967986,1.1260000000002037,TRUE,FALSE,2,no error,2
two moneys,yes,CHI,MOT,TRUE,30,FALSE,-0.03500000000002501,0.8940000000000055,FALSE,TRUE,2,other error,1
xxx broke broken now,what's the matter,CHI,MOT,TRUE,30,FALSE,-0.05799999999999983,1.9160000000000004,TRUE,FALSE,4,other error,4
no fit in,the lego where's the lego train,CHI,MOT,FALSE,30,FALSE,-0.9990000000000236,2.2180000000000746,TRUE,FALSE,3,no error,7
two balls,two what darling,CHI,MOT,FALSE,30,FALSE,1.8120000000000118,1.1140000000000043,FALSE,TRUE,2,no error,3
Purdie lot a teeth,pardon,CHI,MOT,FALSE,30,FALSE,0.32900000000000773,2.1090000000000373,FALSE,TRUE,4,no error,1
lot le teeth,you've hurt your teeth,CHI,MOT,FALSE,30,FALSE,0.4519999999999982,1.4250000000000114,FALSE,TRUE,3,no error,5
dirty things,dirty things,CHI,MOT,FALSE,30,FALSE,0.6730000000000018,1.41700000000003,FALSE,TRUE,2,no error,2
two moneys please driver,I don't think the digger man takes money does he,CHI,MOT,TRUE,30,FALSE,1.887000000000171,2.8170000000000073,FALSE,TRUE,4,other error,11
two man a ladders,two man a ladders,CHI,MOT,TRUE,30,FALSE,0.27500000000009095,2.074999999999818,FALSE,TRUE,4,other error,4
broken off,oh what's that that broken off,CHI,MOT,FALSE,30,FALSE,0.2860000000000582,0.919999999999618,TRUE,FALSE,2,no error,7
a de xxx in rings,is it the measuring spoons in the kitchen,CHI,MOT,FALSE,30,FALSE,0.7880000000000109,3.3530000000000655,FALSE,TRUE,5,no error,8
two moneys,two moneys please,CHI,MOT,TRUE,30,FALSE,0.2909999999999968,0.7539999999999623,FALSE,TRUE,2,other error,3
Mummy currants,Mummy's what darling,CHI,MOT,FALSE,30,FALSE,0.6559999999999491,0.9400000000000546,FALSE,TRUE,2,no error,4
Mummy currants,Mummy's sultanas,CHI,MOT,FALSE,30,FALSE,0.7889999999999873,1.509999999999991,FALSE,TRUE,2,no error,3
